01:32:08.444 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
02:15:59.065 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=32.0, pastureId=71, temperature=24.0, humidity=60.8, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:15:59.072 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.8, 光照=32.0
02:15:59.569 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:15:59.874 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:15:59.874 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:15:59.879 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:16:01.380 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:16:01.685 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:16:01.685 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:16:01.691 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:16:03.863 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:16:04.066 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5F 00 20 51 12
02:16:04.066 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=32.0, pastureId=71, temperature=24.0, humidity=60.7, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:16:04.072 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.7, 光照=32.0
02:16:06.693 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:16:06.997 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:16:06.997 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:16:07.003 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:16:07.194 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:16:07.497 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:16:07.497 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:16:07.503 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:16:08.863 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:16:09.065 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 60 00 20 61 1E
02:16:09.065 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=32.0, pastureId=71, temperature=24.0, humidity=60.8, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:16:09.071 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.8, 光照=32.0
02:16:12.006 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:16:12.312 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:16:12.312 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:16:12.318 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:16:13.864 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:16:14.069 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 EF 02 60 00 20 F4 DC
02:16:14.069 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=32.0, pastureId=71, temperature=23.9, humidity=60.8, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:16:14.075 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.9, 湿度=60.8, 光照=32.0
02:16:14.508 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:16:14.812 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:16:14.812 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:16:14.818 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:16:17.323 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:16:17.627 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:16:17.627 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:16:17.631 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:16:18.863 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:16:19.066 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 61 00 1E B1 0E
02:16:19.066 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=30.0, pastureId=71, temperature=24.0, humidity=60.9, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:16:19.071 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.9, 光照=30.0
02:16:21.821 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:16:22.124 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:16:22.124 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:16:22.130 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:16:22.635 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:16:22.939 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:16:22.939 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:16:22.945 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:16:23.863 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:16:24.067 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 60 00 1E E0 CE
02:16:24.067 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=30.0, pastureId=71, temperature=24.0, humidity=60.8, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:16:24.071 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.8, 光照=30.0
02:16:27.948 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:16:28.251 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:16:28.251 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:16:28.255 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:16:28.865 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:16:29.068 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 60 00 1E E0 CE
02:16:29.068 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=30.0, pastureId=71, temperature=24.0, humidity=60.8, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:16:29.072 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.8, 光照=30.0
02:16:29.365 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:16:29.669 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:16:29.669 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:16:29.673 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:16:33.257 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:16:33.560 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:16:33.560 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:16:33.566 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:16:33.865 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:16:34.068 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 60 00 1E E0 CE
02:16:34.068 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=30.0, pastureId=71, temperature=24.0, humidity=60.8, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:16:34.073 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.8, 光照=30.0
02:16:36.676 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:16:36.981 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:16:36.981 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:16:36.987 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:16:38.568 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:16:38.871 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:16:38.871 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:16:38.877 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:16:39.071 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:16:39.275 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5F 00 20 51 12
02:16:39.275 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=32.0, pastureId=71, temperature=24.0, humidity=60.7, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:16:39.280 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.7, 光照=32.0
02:16:39.741 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
02:16:43.867 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:16:44.070 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 60 00 1C 61 0F
02:16:44.070 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=28.0, pastureId=71, temperature=24.0, humidity=60.8, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:16:44.076 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.8, 光照=28.0
02:16:44.368 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:16:44.673 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:16:44.673 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:16:44.679 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:16:44.869 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:16:44.975 [http-nio-8080-exec-9] INFO  c.s.h.MyMetaObjectHandler - [updateFill,38] - start update fill ....
02:16:45.173 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:16:45.173 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:16:45.178 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:16:48.869 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:16:49.072 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5F 00 20 51 12
02:16:49.072 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=32.0, pastureId=71, temperature=24.0, humidity=60.7, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:16:49.076 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.7, 光照=32.0
02:16:49.681 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:16:49.985 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:16:49.985 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:16:49.991 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:16:52.182 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:16:52.486 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:16:52.486 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:16:52.491 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:16:53.868 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:16:54.071 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5F 00 20 51 12
02:16:54.072 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=32.0, pastureId=71, temperature=24.0, humidity=60.7, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:16:54.076 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.7, 光照=32.0
02:16:54.994 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:16:55.298 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:16:55.298 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:16:55.303 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:16:58.870 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:16:59.073 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5F 00 20 51 12
